"","SystemCodeNumber","Capacity","Occupancy","LastUpdated","LastUpdated_rounded"
"6656","BHMBRCBRG01","1010",1008,2016-12-04 14:30:00,2016-12-04 14:30:00
"6657","BHMBRCBRG01","1010",1005,2016-12-04 15:00:00,2016-12-04 15:00:00
"6658","BHMBRCBRG01","1010",985,2016-12-04 15:30:00,2016-12-04 15:30:00
"6659","BHMBRCBRG01","1010",920,2016-12-04 16:00:00,2016-12-04 16:00:00
"6660","BHMBRCBRG01","1010",812,2016-12-04 16:30:00,2016-12-04 16:30:00
"6661","BHMBRCBRG01","1010",50,2016-12-05 08:02:03,2016-12-05 08:00:00
"6662","BHMBRCBRG01","1010",66,2016-12-05 08:29:08,2016-12-05 08:30:00
"6663","BHMBRCBRG01","1010",89,2016-12-05 09:02:08,2016-12-05 09:00:00
"6664","BHMBRCBRG01","1010",155,2016-12-05 09:29:08,2016-12-05 09:30:00
"6665","BHMBRCBRG01","1010",362,2016-12-05 10:03:04,2016-12-05 10:00:00
"6666","BHMBRCBRG01","1010",570,2016-12-05 10:29:08,2016-12-05 10:30:00
"6667","BHMBRCBRG01","1010",800,2016-12-05 11:02:06,2016-12-05 11:00:00
"6668","BHMBRCBRG01","1010",975,2016-12-05 11:29:09,2016-12-05 11:30:00
"6669","BHMBRCBRG01","1010",1010,2016-12-05 11:56:10,2016-12-05 12:00:00
"6670","BHMBRCBRG01","1010",1010,2016-12-05 12:29:10,2016-12-05 12:30:00
"6671","BHMBRCBRG01","1010",1009,2016-12-05 13:02:08,2016-12-05 13:00:00
"6672","BHMBRCBRG01","1010",1009,2016-12-05 13:29:09,2016-12-05 13:30:00
"6673","BHMBRCBRG01","1010",989,2016-12-05 14:02:11,2016-12-05 14:00:00
"6674","BHMBRCBRG01","1010",935,2016-12-05 14:29:08,2016-12-05 14:30:00
"6675","BHMBRCBRG01","1010",833,2016-12-05 15:02:10,2016-12-05 15:00:00
"6676","BHMBRCBRG01","1010",761,2016-12-05 15:29:11,2016-12-05 15:30:00
"6677","BHMBRCBRG01","1010",647,2016-12-05 16:02:11,2016-12-05 16:00:00
"6678","BHMBRCBRG01","1010",603,2016-12-05 16:29:05,2016-12-05 16:30:00
"6679","BHMBRCBRG01","1010",49,2016-12-06 07:56:10,2016-12-06 08:00:00
"6680","BHMBRCBRG01","1010",66,2016-12-06 08:29:11,2016-12-06 08:30:00
"6681","BHMBRCBRG01","1010",84,2016-12-06 08:56:10,2016-12-06 09:00:00
"6682","BHMBRCBRG01","1010",154,2016-12-06 09:29:14,2016-12-06 09:30:00
"6683","BHMBRCBRG01","1010",299,2016-12-06 10:02:12,2016-12-06 10:00:00
"6684","BHMBRCBRG01","1010",465,2016-12-06 10:29:11,2016-12-06 10:30:00
"6685","BHMBRCBRG01","1010",648,2016-12-06 11:02:16,2016-12-06 11:00:00
"6686","BHMBRCBRG01","1010",753,2016-12-06 11:29:14,2016-12-06 11:30:00
"6687","BHMBRCBRG01","1010",836,2016-12-06 11:56:16,2016-12-06 12:00:00
"6688","BHMBRCBRG01","1010",944,2016-12-06 12:29:11,2016-12-06 12:30:00
"6689","BHMBRCBRG01","1010",957,2016-12-06 12:56:16,2016-12-06 13:00:00
"6690","BHMBRCBRG01","1010",955,2016-12-06 13:29:16,2016-12-06 13:30:00
"6691","BHMBRCBRG01","1010",906,2016-12-06 14:02:16,2016-12-06 14:00:00
"6692","BHMBRCBRG01","1010",829,2016-12-06 14:29:14,2016-12-06 14:30:00
"6693","BHMBRCBRG01","1010",717,2016-12-06 15:02:17,2016-12-06 15:00:00
"6694","BHMBRCBRG01","1010",656,2016-12-06 15:29:17,2016-12-06 15:30:00
"6695","BHMBRCBRG01","1010",591,2016-12-06 16:02:16,2016-12-06 16:00:00
"6696","BHMBRCBRG01","1010",556,2016-12-06 16:29:16,2016-12-06 16:30:00
"6697","BHMBRCBRG01","1010",48,2016-12-07 07:59:16,2016-12-07 08:00:00
"6698","BHMBRCBRG01","1010",61,2016-12-07 08:26:20,2016-12-07 08:30:00
"6699","BHMBRCBRG01","1010",89,2016-12-07 08:55:20,2016-12-07 09:00:00
"6700","BHMBRCBRG01","1010",157,2016-12-07 09:26:22,2016-12-07 09:30:00
"6701","BHMBRCBRG01","1010",302,2016-12-07 09:59:20,2016-12-07 10:00:00
"6702","BHMBRCBRG01","1010",473,2016-12-07 10:26:21,2016-12-07 10:30:00
"6703","BHMBRCBRG01","1010",678,2016-12-07 10:59:20,2016-12-07 11:00:00
"6704","BHMBRCBRG01","1010",787,2016-12-07 11:25:22,2016-12-07 11:30:00
"6705","BHMBRCBRG01","1010",891,2016-12-07 11:59:20,2016-12-07 12:00:00
"6706","BHMBRCBRG01","1010",966,2016-12-07 12:26:21,2016-12-07 12:30:00
"6707","BHMBRCBRG01","1010",1009,2016-12-07 12:59:22,2016-12-07 13:00:00
"6708","BHMBRCBRG01","1010",990,2016-12-07 13:26:23,2016-12-07 13:30:00
"6709","BHMBRCBRG01","1010",949,2016-12-07 13:59:22,2016-12-07 14:00:00
"6710","BHMBRCBRG01","1010",909,2016-12-07 14:26:23,2016-12-07 14:30:00
"6711","BHMBRCBRG01","1010",816,2016-12-07 14:59:22,2016-12-07 15:00:00
"6712","BHMBRCBRG01","1010",744,2016-12-07 15:32:22,2016-12-07 15:30:00
"6713","BHMBRCBRG01","1010",658,2016-12-07 15:59:23,2016-12-07 16:00:00
"6714","BHMBRCBRG01","1010",593,2016-12-07 16:32:23,2016-12-07 16:30:00
"6715","BHMBRCBRG01","1010",52,2016-12-08 07:59:25,2016-12-08 08:00:00
"6716","BHMBRCBRG01","1010",70,2016-12-08 08:26:27,2016-12-08 08:30:00
"6717","BHMBRCBRG01","1010",104,2016-12-08 08:59:24,2016-12-08 09:00:00
"6718","BHMBRCBRG01","1010",166,2016-12-08 09:26:27,2016-12-08 09:30:00
"6719","BHMBRCBRG01","1010",315,2016-12-08 09:59:28,2016-12-08 10:00:00
"6720","BHMBRCBRG01","1010",567,2016-12-08 10:32:22,2016-12-08 10:30:00
"6721","BHMBRCBRG01","1010",740,2016-12-08 10:59:25,2016-12-08 11:00:00
"6722","BHMBRCBRG01","1010",915,2016-12-08 11:32:28,2016-12-08 11:30:00
"6723","BHMBRCBRG01","1010",987,2016-12-08 11:59:28,2016-12-08 12:00:00
"6724","BHMBRCBRG01","1010",1010,2016-12-08 12:25:24,2016-12-08 12:30:00
"6725","BHMBRCBRG01","1010",1009,2016-12-08 12:59:24,2016-12-08 13:00:00
"6726","BHMBRCBRG01","1010",1010,2016-12-08 13:25:28,2016-12-08 13:30:00
"6727","BHMBRCBRG01","1010",1005,2016-12-08 13:59:28,2016-12-08 14:00:00
"6728","BHMBRCBRG01","1010",959,2016-12-08 14:26:29,2016-12-08 14:30:00
"6729","BHMBRCBRG01","1010",845,2016-12-08 14:59:29,2016-12-08 15:00:00
"6730","BHMBRCBRG01","1010",776,2016-12-08 15:26:23,2016-12-08 15:30:00
"6731","BHMBRCBRG01","1010",718,2016-12-08 15:59:27,2016-12-08 16:00:00
"6732","BHMBRCBRG01","1010",649,2016-12-08 16:32:27,2016-12-08 16:30:00
"6733","BHMBRCBRG01","1010",63,2016-12-09 08:02:30,2016-12-09 08:00:00
"6734","BHMBRCBRG01","1010",81,2016-12-09 08:29:28,2016-12-09 08:30:00
"6735","BHMBRCBRG01","1010",120,2016-12-09 08:55:33,2016-12-09 09:00:00
"6736","BHMBRCBRG01","1010",237,2016-12-09 09:29:31,2016-12-09 09:30:00
"6737","BHMBRCBRG01","1010",385,2016-12-09 09:55:30,2016-12-09 10:00:00
"6738","BHMBRCBRG01","1010",594,2016-12-09 10:29:29,2016-12-09 10:30:00
"6739","BHMBRCBRG01","1010",746,2016-12-09 10:56:33,2016-12-09 11:00:00
"6740","BHMBRCBRG01","1010",891,2016-12-09 11:29:33,2016-12-09 11:30:00
"6741","BHMBRCBRG01","1010",1004,2016-12-09 11:56:32,2016-12-09 12:00:00
"6742","BHMBRCBRG01","1010",1010,2016-12-09 12:29:31,2016-12-09 12:30:00
"6743","BHMBRCBRG01","1010",1010,2016-12-09 13:02:32,2016-12-09 13:00:00
"6744","BHMBRCBRG01","1010",1004,2016-12-09 13:29:31,2016-12-09 13:30:00
"6745","BHMBRCBRG01","1010",956,2016-12-09 14:02:34,2016-12-09 14:00:00
"6746","BHMBRCBRG01","1010",932,2016-12-09 14:29:33,2016-12-09 14:30:00
"6747","BHMBRCBRG01","1010",861,2016-12-09 14:56:31,2016-12-09 15:00:00
"6748","BHMBRCBRG01","1010",778,2016-12-09 15:29:34,2016-12-09 15:30:00
"6749","BHMBRCBRG01","1010",705,2016-12-09 16:02:32,2016-12-09 16:00:00
"6750","BHMBRCBRG01","1010",618,2016-12-09 16:29:30,2016-12-09 16:30:00
"6751","BHMBRCBRG01","1010",54,2016-12-10 07:59:34,2016-12-10 08:00:00
"6752","BHMBRCBRG01","1010",108,2016-12-10 08:29:33,2016-12-10 08:30:00
"6753","BHMBRCBRG01","1010",266,2016-12-10 09:02:35,2016-12-10 09:00:00
"6754","BHMBRCBRG01","1010",501,2016-12-10 09:29:38,2016-12-10 09:30:00
"6755","BHMBRCBRG01","1010",713,2016-12-10 09:55:38,2016-12-10 10:00:00
"6756","BHMBRCBRG01","1010",909,2016-12-10 10:29:38,2016-12-10 10:30:00
"6757","BHMBRCBRG01","1010",1010,2016-12-10 11:02:39,2016-12-10 11:00:00
"6758","BHMBRCBRG01","1010",1010,2016-12-10 11:29:39,2016-12-10 11:30:00
"6759","BHMBRCBRG01","1010",1001,2016-12-10 12:02:38,2016-12-10 12:00:00
"6760","BHMBRCBRG01","1010",1010,2016-12-10 12:29:40,2016-12-10 12:30:00
"6761","BHMBRCBRG01","1010",1010,2016-12-10 12:55:40,2016-12-10 13:00:00
"6762","BHMBRCBRG01","1010",1009,2016-12-10 13:29:39,2016-12-10 13:30:00
"6763","BHMBRCBRG01","1010",1002,2016-12-10 13:56:35,2016-12-10 14:00:00
"6764","BHMBRCBRG01","1010",1008,2016-12-10 14:25:37,2016-12-10 14:30:00
"6765","BHMBRCBRG01","1010",1010,2016-12-10 15:02:39,2016-12-10 15:00:00
"6766","BHMBRCBRG01","1010",1008,2016-12-10 15:25:39,2016-12-10 15:30:00
"6767","BHMBRCBRG01","1010",1008,2016-12-10 15:59:39,2016-12-10 16:00:00
"6768","BHMBRCBRG01","1010",985,2016-12-10 16:25:40,2016-12-10 16:30:00
"6769","BHMBRCBRG01","1010",20,2016-12-11 08:00:00,2016-12-11 08:00:00
"6770","BHMBRCBRG01","1010",20,2016-12-11 08:19:39,2016-12-11 08:30:00
"6771","BHMBRCBRG01","1010",27,2016-12-11 08:59:45,2016-12-11 09:00:00
"6772","BHMBRCBRG01","1010",50,2016-12-11 09:26:44,2016-12-11 09:30:00
"6773","BHMBRCBRG01","1010",122,2016-12-11 09:59:44,2016-12-11 10:00:00
"6774","BHMBRCBRG01","1010",312,2016-12-11 10:25:42,2016-12-11 10:30:00
"6775","BHMBRCBRG01","1010",673,2016-12-11 10:59:45,2016-12-11 11:00:00
"6776","BHMBRCBRG01","1010",975,2016-12-11 11:26:10,2016-12-11 11:30:00
"6777","BHMBRCBRG01","1010",1010,2016-12-11 11:59:45,2016-12-11 12:00:00
"6778","BHMBRCBRG01","1010",1010,2016-12-11 12:32:41,2016-12-11 12:30:00
"6779","BHMBRCBRG01","1010",1010,2016-12-11 13:05:46,2016-12-11 13:00:00
"6780","BHMBRCBRG01","1010",1010,2016-12-11 13:26:45,2016-12-11 13:30:00
"6781","BHMBRCBRG01","1010",1010,2016-12-11 13:59:44,2016-12-11 14:00:00
"6782","BHMBRCBRG01","1010",1009,2016-12-11 14:32:44,2016-12-11 14:30:00
"6783","BHMBRCBRG01","1010",1008,2016-12-11 14:59:43,2016-12-11 15:00:00
"6784","BHMBRCBRG01","1010",1010,2016-12-11 15:25:45,2016-12-11 15:30:00
"6785","BHMBRCBRG01","1010",942,2016-12-11 15:59:46,2016-12-11 16:00:00
"6786","BHMBRCBRG01","1010",877,2016-12-11 16:25:46,2016-12-11 16:30:00
"6787","BHMBRCBRG01","1010",52,2016-12-12 08:02:45,2016-12-12 08:00:00
"6788","BHMBRCBRG01","1010",67,2016-12-12 08:29:50,2016-12-12 08:30:00
"6789","BHMBRCBRG01","1010",88,2016-12-12 09:02:45,2016-12-12 09:00:00
"6790","BHMBRCBRG01","1010",170,2016-12-12 09:29:48,2016-12-12 09:30:00
"6791","BHMBRCBRG01","1010",373,2016-12-12 10:02:49,2016-12-12 10:00:00
"6792","BHMBRCBRG01","1010",605,2016-12-12 10:29:50,2016-12-12 10:30:00
"6793","BHMBRCBRG01","1010",843,2016-12-12 11:02:50,2016-12-12 11:00:00
"6794","BHMBRCBRG01","1010",992,2016-12-12 11:29:51,2016-12-12 11:30:00
"6795","BHMBRCBRG01","1010",1010,2016-12-12 11:55:49,2016-12-12 12:00:00
"6796","BHMBRCBRG01","1010",1010,2016-12-12 12:29:50,2016-12-12 12:30:00
"6797","BHMBRCBRG01","1010",1010,2016-12-12 12:56:46,2016-12-12 13:00:00
"6798","BHMBRCBRG01","1010",1010,2016-12-12 13:29:50,2016-12-12 13:30:00
"6799","BHMBRCBRG01","1010",1010,2016-12-12 14:02:50,2016-12-12 14:00:00
"6800","BHMBRCBRG01","1010",967,2016-12-12 14:29:49,2016-12-12 14:30:00
"6801","BHMBRCBRG01","1010",902,2016-12-12 14:55:51,2016-12-12 15:00:00
"6802","BHMBRCBRG01","1010",792,2016-12-12 15:29:47,2016-12-12 15:30:00
"6803","BHMBRCBRG01","1010",698,2016-12-12 15:56:51,2016-12-12 16:00:00
"6804","BHMBRCBRG01","1010",656,2016-12-12 16:29:51,2016-12-12 16:30:00
"6805","BHMBRCBRG01","1010",64,2016-12-13 08:02:51,2016-12-13 08:00:00
"6806","BHMBRCBRG01","1010",81,2016-12-13 08:29:53,2016-12-13 08:30:00
"6807","BHMBRCBRG01","1010",104,2016-12-13 09:02:55,2016-12-13 09:00:00
"6808","BHMBRCBRG01","1010",195,2016-12-13 09:29:54,2016-12-13 09:30:00
"6809","BHMBRCBRG01","1010",330,2016-12-13 09:55:56,2016-12-13 10:00:00
"6810","BHMBRCBRG01","1010",558,2016-12-13 10:29:54,2016-12-13 10:30:00
"6811","BHMBRCBRG01","1010",740,2016-12-13 11:02:54,2016-12-13 11:00:00
"6812","BHMBRCBRG01","1010",871,2016-12-13 11:29:55,2016-12-13 11:30:00
"6813","BHMBRCBRG01","1010",991,2016-12-13 12:02:55,2016-12-13 12:00:00
"6814","BHMBRCBRG01","1010",1010,2016-12-13 12:29:55,2016-12-13 12:30:00
"6815","BHMBRCBRG01","1010",1010,2016-12-13 13:02:55,2016-12-13 13:00:00
"6816","BHMBRCBRG01","1010",982,2016-12-13 13:30:00,2016-12-13 13:30:00
"6817","BHMBRCBRG01","1010",954,2016-12-13 13:55:56,2016-12-13 14:00:00
"6818","BHMBRCBRG01","1010",890,2016-12-13 14:29:57,2016-12-13 14:30:00
"6819","BHMBRCBRG01","1010",844,2016-12-13 14:56:52,2016-12-13 15:00:00
"6820","BHMBRCBRG01","1010",773,2016-12-13 15:28:52,2016-12-13 15:30:00
"6821","BHMBRCBRG01","1010",702,2016-12-13 16:02:56,2016-12-13 16:00:00
"6822","BHMBRCBRG01","1010",649,2016-12-13 16:29:56,2016-12-13 16:30:00
"6823","BHMBRCBRG01","1010",69,2016-12-14 08:03:01,2016-12-14 08:00:00
"6824","BHMBRCBRG01","1010",88,2016-12-14 08:43:00,2016-12-14 08:30:00
"6825","BHMBRCBRG01","1010",112,2016-12-14 09:03:01,2016-12-14 09:00:00
"6826","BHMBRCBRG01","1010",201,2016-12-14 09:29:57,2016-12-14 09:30:00
"6827","BHMBRCBRG01","1010",392,2016-12-14 10:02:59,2016-12-14 10:00:00
"6828","BHMBRCBRG01","1010",554,2016-12-14 10:30:01,2016-12-14 10:30:00
"6829","BHMBRCBRG01","1010",694,2016-12-14 11:00:00,2016-12-14 11:00:00
"6830","BHMBRCBRG01","1010",834,2016-12-14 11:30:01,2016-12-14 11:30:00
"6831","BHMBRCBRG01","1010",902,2016-12-14 12:02:58,2016-12-14 12:00:00
"6832","BHMBRCBRG01","1010",961,2016-12-14 12:30:00,2016-12-14 12:30:00
"6833","BHMBRCBRG01","1010",1005,2016-12-14 13:03:02,2016-12-14 13:00:00
"6834","BHMBRCBRG01","1010",996,2016-12-14 13:29:57,2016-12-14 13:30:00
"6835","BHMBRCBRG01","1010",962,2016-12-14 14:03:00,2016-12-14 14:00:00
"6836","BHMBRCBRG01","1010",916,2016-12-14 14:30:01,2016-12-14 14:30:00
"6837","BHMBRCBRG01","1010",852,2016-12-14 14:56:03,2016-12-14 15:00:00
"6838","BHMBRCBRG01","1010",749,2016-12-14 15:30:00,2016-12-14 15:30:00
"6839","BHMBRCBRG01","1010",722,2016-12-14 15:56:02,2016-12-14 16:00:00
"6840","BHMBRCBRG01","1010",668,2016-12-14 16:30:00,2016-12-14 16:30:00
"6841","BHMBRCBRG01","1010",64,2016-12-15 07:57:02,2016-12-15 08:00:00
"6842","BHMBRCBRG01","1010",81,2016-12-15 08:30:06,2016-12-15 08:30:00
"6843","BHMBRCBRG01","1010",121,2016-12-15 09:03:06,2016-12-15 09:00:00
"6844","BHMBRCBRG01","1010",211,2016-12-15 09:30:04,2016-12-15 09:30:00
"6845","BHMBRCBRG01","1010",372,2016-12-15 09:57:02,2016-12-15 10:00:00
"6846","BHMBRCBRG01","1010",574,2016-12-15 10:30:07,2016-12-15 10:30:00
"6847","BHMBRCBRG01","1010",756,2016-12-15 11:03:05,2016-12-15 11:00:00
"6848","BHMBRCBRG01","1010",854,2016-12-15 11:26:03,2016-12-15 11:30:00
"6849","BHMBRCBRG01","1010",951,2016-12-15 12:00:02,2016-12-15 12:00:00
"6850","BHMBRCBRG01","1010",1009,2016-12-15 12:26:03,2016-12-15 12:30:00
"6851","BHMBRCBRG01","1010",1008,2016-12-15 13:00:07,2016-12-15 13:00:00
"6852","BHMBRCBRG01","1010",1010,2016-12-15 13:26:08,2016-12-15 13:30:00
"6853","BHMBRCBRG01","1010",983,2016-12-15 14:00:06,2016-12-15 14:00:00
"6854","BHMBRCBRG01","1010",926,2016-12-15 14:26:06,2016-12-15 14:30:00
"6855","BHMBRCBRG01","1010",797,2016-12-15 15:00:07,2016-12-15 15:00:00
"6856","BHMBRCBRG01","1010",745,2016-12-15 15:26:03,2016-12-15 15:30:00
"6857","BHMBRCBRG01","1010",700,2016-12-15 16:03:03,2016-12-15 16:00:00
"6858","BHMBRCBRG01","1010",644,2016-12-15 16:30:07,2016-12-15 16:30:00
"6859","BHMBRCBRG01","1010",71,2016-12-16 07:59:09,2016-12-16 08:00:00
"6860","BHMBRCBRG01","1010",99,2016-12-16 08:30:12,2016-12-16 08:30:00
"6861","BHMBRCBRG01","1010",175,2016-12-16 09:03:07,2016-12-16 09:00:00
"6862","BHMBRCBRG01","1010",310,2016-12-16 09:30:12,2016-12-16 09:30:00
"6863","BHMBRCBRG01","1010",506,2016-12-16 10:03:09,2016-12-16 10:00:00
"6864","BHMBRCBRG01","1010",673,2016-12-16 10:29:08,2016-12-16 10:30:00
"6865","BHMBRCBRG01","1010",875,2016-12-16 11:03:08,2016-12-16 11:00:00
"6866","BHMBRCBRG01","1010",945,2016-12-16 11:30:10,2016-12-16 11:30:00
"6867","BHMBRCBRG01","1010",984,2016-12-16 11:56:10,2016-12-16 12:00:00
"6868","BHMBRCBRG01","1010",1009,2016-12-16 12:30:11,2016-12-16 12:30:00
"6869","BHMBRCBRG01","1010",1002,2016-12-16 12:56:12,2016-12-16 13:00:00
"6870","BHMBRCBRG01","1010",1010,2016-12-16 13:30:12,2016-12-16 13:30:00
"6871","BHMBRCBRG01","1010",986,2016-12-16 13:56:11,2016-12-16 14:00:00
"6872","BHMBRCBRG01","1010",956,2016-12-16 14:30:10,2016-12-16 14:30:00
"6873","BHMBRCBRG01","1010",914,2016-12-16 14:56:11,2016-12-16 15:00:00
"6874","BHMBRCBRG01","1010",869,2016-12-16 15:30:10,2016-12-16 15:30:00
"6875","BHMBRCBRG01","1010",815,2016-12-16 16:03:11,2016-12-16 16:00:00
"6876","BHMBRCBRG01","1010",746,2016-12-16 16:30:12,2016-12-16 16:30:00
"6877","BHMBRCBRG01","1010",43,2016-12-17 07:59:15,2016-12-17 08:00:00
"6878","BHMBRCBRG01","1010",86,2016-12-17 08:26:15,2016-12-17 08:30:00
"6879","BHMBRCBRG01","1010",279,2016-12-17 09:00:13,2016-12-17 09:00:00
"6880","BHMBRCBRG01","1010",516,2016-12-17 09:26:17,2016-12-17 09:30:00
"6881","BHMBRCBRG01","1010",718,2016-12-17 09:59:17,2016-12-17 10:00:00
"6882","BHMBRCBRG01","1010",861,2016-12-17 10:33:17,2016-12-17 10:30:00
"6883","BHMBRCBRG01","1010",941,2016-12-17 11:00:17,2016-12-17 11:00:00
"6884","BHMBRCBRG01","1010",993,2016-12-17 11:33:16,2016-12-17 11:30:00
"6885","BHMBRCBRG01","1010",1010,2016-12-17 12:00:17,2016-12-17 12:00:00
"6886","BHMBRCBRG01","1010",1010,2016-12-17 12:26:17,2016-12-17 12:30:00
"6887","BHMBRCBRG01","1010",1010,2016-12-17 13:00:18,2016-12-17 13:00:00
"6888","BHMBRCBRG01","1010",1010,2016-12-17 13:27:17,2016-12-17 13:30:00
"6889","BHMBRCBRG01","1010",1010,2016-12-17 14:00:17,2016-12-17 14:00:00
"6890","BHMBRCBRG01","1010",1008,2016-12-17 14:30:19,2016-12-17 14:30:00
"6891","BHMBRCBRG01","1010",1010,2016-12-17 15:03:18,2016-12-17 15:00:00
"6892","BHMBRCBRG01","1010",1007,2016-12-17 15:30:19,2016-12-17 15:30:00
"6893","BHMBRCBRG01","1010",1010,2016-12-17 15:57:15,2016-12-17 16:00:00
"6894","BHMBRCBRG01","1010",1010,2016-12-17 16:30:16,2016-12-17 16:30:00
"6895","BHMBRCBRG01","1010",28,2016-12-18 07:56:21,2016-12-18 08:00:00
"6896","BHMBRCBRG01","1010",28,2016-12-18 08:30:20,2016-12-18 08:30:00
"6897","BHMBRCBRG01","1010",40,2016-12-18 08:56:20,2016-12-18 09:00:00
"6898","BHMBRCBRG01","1010",61,2016-12-18 09:30:21,2016-12-18 09:30:00
"6899","BHMBRCBRG01","1010",134,2016-12-18 09:56:24,2016-12-18 10:00:00
"6900","BHMBRCBRG01","1010",367,2016-12-18 10:30:23,2016-12-18 10:30:00
"6901","BHMBRCBRG01","1010",715,2016-12-18 11:03:25,2016-12-18 11:00:00
"6902","BHMBRCBRG01","1010",1006,2016-12-18 11:30:22,2016-12-18 11:30:00
"6903","BHMBRCBRG01","1010",1008,2016-12-18 12:03:23,2016-12-18 12:00:00
"6904","BHMBRCBRG01","1010",1010,2016-12-18 12:30:25,2016-12-18 12:30:00
"6905","BHMBRCBRG01","1010",1008,2016-12-18 12:56:26,2016-12-18 13:00:00
"6906","BHMBRCBRG01","1010",1009,2016-12-18 13:30:26,2016-12-18 13:30:00
"6907","BHMBRCBRG01","1010",1009,2016-12-18 14:03:26,2016-12-18 14:00:00
"6908","BHMBRCBRG01","1010",1010,2016-12-18 14:30:27,2016-12-18 14:30:00
"6909","BHMBRCBRG01","1010",1008,2016-12-18 14:56:25,2016-12-18 15:00:00
"6910","BHMBRCBRG01","1010",980,2016-12-18 15:30:24,2016-12-18 15:30:00
"6911","BHMBRCBRG01","1010",928,2016-12-18 16:03:27,2016-12-18 16:00:00
"6912","BHMBRCBRG01","1010",806,2016-12-18 16:30:25,2016-12-18 16:30:00
"6913","BHMBRCBRG01","1010",48,2016-12-19 08:03:29,2016-12-19 08:00:00
"6914","BHMBRCBRG01","1010",84,2016-12-19 08:30:28,2016-12-19 08:30:00
"6915","BHMBRCBRG01","1010",158,2016-12-19 09:03:33,2016-12-19 09:00:00
"6916","BHMBRCBRG01","1010",273,2016-12-19 09:30:30,2016-12-19 09:30:00
"6917","BHMBRCBRG01","1010",417,2016-12-19 09:56:32,2016-12-19 10:00:00
"6918","BHMBRCBRG01","1010",699,2016-12-19 10:30:33,2016-12-19 10:30:00
"6919","BHMBRCBRG01","1010",931,2016-12-19 11:03:31,2016-12-19 11:00:00
"6920","BHMBRCBRG01","1010",1010,2016-12-19 11:30:30,2016-12-19 11:30:00
"6921","BHMBRCBRG01","1010",1010,2016-12-19 12:03:32,2016-12-19 12:00:00
"6922","BHMBRCBRG01","1010",1008,2016-12-19 12:30:32,2016-12-19 12:30:00
"6923","BHMBRCBRG01","1010",1010,2016-12-19 13:03:30,2016-12-19 13:00:00
"6924","BHMBRCBRG01","1010",1008,2016-12-19 13:30:35,2016-12-19 13:30:00
"6925","BHMBRCBRG01","1010",1009,2016-12-19 14:03:31,2016-12-19 14:00:00
"6926","BHMBRCBRG01","1010",1010,2016-12-19 14:30:33,2016-12-19 14:30:00
"6927","BHMBRCBRG01","1010",991,2016-12-19 15:03:34,2016-12-19 15:00:00
"6928","BHMBRCBRG01","1010",980,2016-12-19 15:29:33,2016-12-19 15:30:00
"6929","BHMBRCBRG01","1010",925,2016-12-19 16:03:35,2016-12-19 16:00:00
"6930","BHMBRCBRG01","1010",857,2016-12-19 16:30:35,2016-12-19 16:30:00
"6931","BHMBRCBRG02","1194",79,2016-10-04 07:59:42,2016-10-04 08:00:00
"6932","BHMBRCBRG02","1194",95,2016-10-04 08:25:42,2016-10-04 08:30:00
"6933","BHMBRCBRG02","1194",142,2016-10-04 08:59:42,2016-10-04 09:00:00
"6934","BHMBRCBRG02","1194",177,2016-10-04 09:32:46,2016-10-04 09:30:00
"6935","BHMBRCBRG02","1194",231,2016-10-04 09:59:48,2016-10-04 10:00:00
"6936","BHMBRCBRG02","1194",291,2016-10-04 10:26:49,2016-10-04 10:30:00
"6937","BHMBRCBRG02","1194",376,2016-10-04 10:59:48,2016-10-04 11:00:00
"6938","BHMBRCBRG02","1194",433,2016-10-04 11:19:43,2016-10-04 11:30:00
"6939","BHMBRCBRG02","1194",488,2016-10-04 12:00:00,2016-10-04 12:00:00
"6940","BHMBRCBRG02","1194",543,2016-10-04 12:29:45,2016-10-04 12:30:00
"6941","BHMBRCBRG02","1194",598,2016-10-04 13:02:48,2016-10-04 13:00:00
"6942","BHMBRCBRG02","1194",597,2016-10-04 13:29:45,2016-10-04 13:30:00
"6943","BHMBRCBRG02","1194",593,2016-10-04 14:02:47,2016-10-04 14:00:00
"6944","BHMBRCBRG02","1194",553,2016-10-04 14:29:49,2016-10-04 14:30:00
"6945","BHMBRCBRG02","1194",516,2016-10-04 14:57:13,2016-10-04 15:00:00
"6946","BHMBRCBRG02","1194",487,2016-10-04 15:30:14,2016-10-04 15:30:00
"6947","BHMBRCBRG02","1194",443,2016-10-04 16:04:12,2016-10-04 16:00:00
"6948","BHMBRCBRG02","1194",409,2016-10-04 16:31:14,2016-10-04 16:30:00
"6949","BHMBRCBRG02","1194",90,2016-10-05 08:00:00,2016-10-05 08:00:00
"6950","BHMBRCBRG02","1194",113,2016-10-05 08:30:00,2016-10-05 08:30:00
"6951","BHMBRCBRG02","1194",147,2016-10-05 09:00:00,2016-10-05 09:00:00
"6952","BHMBRCBRG02","1194",190,2016-10-05 09:30:00,2016-10-05 09:30:00
"6953","BHMBRCBRG02","1194",273,2016-10-05 10:00:00,2016-10-05 10:00:00
"6954","BHMBRCBRG02","1194",363,2016-10-05 10:30:00,2016-10-05 10:30:00
"6955","BHMBRCBRG02","1194",462,2016-10-05 11:00:00,2016-10-05 11:00:00
"6956","BHMBRCBRG02","1194",548,2016-10-05 11:30:00,2016-10-05 11:30:00
